id,winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
20576,0.6757408639,0.8475163678,0,58.5192508689,2,1,3,1,3,3,1,66,63,1
20577,0.4039704588,0.4072114103,1,70.2397465375,3,2,4,5,?,2,0,57,58,1
20578,0.5368864475,0.6444715172,1,65.3964854989,1,1,5,4,2,2,0,51,57,1
20579,0.5819741043,0.4935714101,-1,58.9245273548,2,3,1,1,2,3,1,?,63,0
20580,0.5425966977,0.4720802166,1,64.4489346525,3,2,2,2,2,2,0,58,30,1
20581,?,0.3452181588,-1,66.5132678807,2,1,1,2,2,3,0,70,75,1
20582,0.2585307777,0.488030733,0,68.5711803221,0,1,2,4,1,3,1,57,75,0
20583,0.773148282,0.1817068933,-1,?,2,2,3,3,?,1,0,21,48,0
20584,0.2534784071,0.247343392,-1,62.3289534656,1,1,3,5,0,1,1,19,42,1
20585,0.3798855462,0.3913363171,0,56.5381984946,2,0,2,2,3,1,0,56,65,?
20586,0.3503014938,0.6219973216,-1,73.6779069705,?,1,3,4,2,3,0,34,40,1
20587,0.7201956919,0.5538576591,1,48.5680870967,0,2,4,3,4,2,0,58,?,0
20588,0.4171556882,0.3413615249,-1,50.408025565,2,3,5,3,3,4,0,81,76,0
20589,0.6560441716,?,1,65.0915417482,3,1,5,2,3,3,1,49,52,1
20590,0.3433584952,?,1,64.2387776701,1,-1,3,?,3,2,1,78,47,1
20591,0.490457939,0.5196538831,?,60.6758901177,1,3,2,1,1,4,1,64,51,?
20592,0.3356398681,0.4397337528,?,71.9401330292,1,2,1,2,0,2,0,54,46,0
20593,0.7310516507,0.606240478,-1,68.4682957812,2,1,3,4,3,3,1,56,54,1
20594,0.4691935196,0.4215366877,-1,54.1507374093,2,?,1,3,2,2,0,58,69,1
20595,0.8151559598,0.4468096302,-1,63.6566188394,1,1,5,4,3,4,0,59,35,1
20596,0.8021856649,0.4531935974,-1,59.9855746985,2,2,3,3,3,3,1,87,54,1
20597,0.4023317033,0.3956695348,-1,71.1052019123,3,2,2,5,3,2,0,67,25,1
20598,0.6084181015,0.4920182444,?,68.5756913018,1,2,2,3,2,3,?,66,30,0
20599,0.1591549071,0.5832902192,-1,58.5391863105,?,1,2,2,3,1,1,52,46,1
20600,0.8307249794,0.7685733947,1,75.6848432203,4,1,5,5,0,?,0,?,54,1
20601,0.1054807316,0.5479132563,1,74.1123803268,1,0,1,1,2,2,1,37,35,1
20602,0.5228914709,0.6707503921,0,62.4434126967,0,1,4,5,2,3,1,41,86,0
20603,0.5766399924,0.6754719154,1,71.7594689499,2,2,4,1,2,3,0,60,69,1
20604,0.5804454946,0.6310969551,1,58.4916413954,-1,1,3,1,3,2,1,72,11,1
20605,0.7448722924,0.8049286904,-1,49.3521335294,2,3,4,2,2,1,1,45,61,0
20606,0.5825452747,0.517888824,?,67.9137330143,0,-1,4,1,2,2,1,32,80,1
20607,0.4622917446,0.3247936387,-1,62.5603647358,3,2,4,?,2,3,1,60,95,1
20608,0.4755590526,0.5417094322,-1,60.0379405614,3,1,3,2,3,2,0,60,17,1
20609,0.3657870751,?,1,53.8709789574,1,0,1,4,2,2,1,40,55,1
20610,0.5007465615,0.1656694387,-1,68.1323499095,2,1,4,2,3,3,?,53,65,0
20611,0.5379428396,0.457791499,0,68.7755422582,3,1,4,1,2,1,0,69,64,1
20612,0.5025355087,0.2198555514,-1,78.6767944542,3,3,5,?,2,5,0,30,52,0
20613,0.410058513,0.2551337648,1,74.2903054666,2,1,5,5,2,3,1,90,69,1
20614,0.6712598012,0.4681162804,0,69.807673781,2,?,1,2,3,2,0,19,72,1
20615,0.4966175776,0.6640343384,0,82.0295733516,1,1,2,4,?,4,1,60,60,1
20616,0.8192985492,0.4084940906,0,60.0411770464,?,1,1,1,2,3,0,37,47,0
20617,0.5524816814,0.2349169743,-1,59.7918392019,1,1,5,5,5,2,1,44,55,1
20618,0.5910466731,0.4884029079,1,69.790067066,2,2,4,2,2,5,1,84,65,1
20619,0.3738654021,0.692465258,1,75.7298537715,1,3,1,5,3,2,1,41,53,?
20620,0.5044146413,0.5142522073,?,55.0664260243,1,3,5,?,1,1,1,82,59,0
20621,0.4346695398,0.5280377522,-1,65.3696158455,2,1,2,2,3,4,0,49,44,1
20622,0.6506695543,0.7204953218,1,68.5888244158,1,2,4,2,0,3,1,42,73,0
20623,0.7309058304,0.0682453224,0,64.950118396,1,1,3,4,2,1,1,53,55,0
20624,0.4793428379,0.5539385652,1,61.1312081638,2,3,1,4,2,1,0,63,66,0
20625,0.4587320318,0.8448664292,0,69.8434383676,2,2,1,2,2,?,0,56,25,1
20626,0.4569816794,0.6109458727,-1,66.833995896,1,2,1,5,3,1,1,82,58,1
20627,0.188029778,0.2772936269,0,72.0180996707,0,1,4,4,3,4,1,41,?,0
20628,0.9439836887,0.5101801943,-1,69.4967820713,?,3,3,1,3,3,0,38,51,0
20629,0.7817029877,0.4948119825,-1,87.8038601954,3,1,5,5,3,2,1,34,60,1
20630,0.1558519274,0.1044045212,1,68.2651919099,3,1,4,1,2,2,1,69,39,1
20631,0.2478867793,0.5576701683,1,74.8530226458,1,?,4,4,3,3,0,43,76,0
20632,0.4256834659,0.7052624989,-1,68.4397380641,1,2,5,4,2,2,1,47,29,0
20633,0.7172971652,0.645075472,0,65.0022416333,3,2,1,4,2,3,1,40,56,?
20634,?,0.769286823,0,63.5920269793,2,1,2,2,2,3,0,37,47,1
20635,0.0053637102,0.2220293085,1,60.9076590456,1,2,5,1,3,1,0,38,58,0
20636,0.5370817844,0.5640671232,-1,71.9668858267,3,1,2,4,2,2,1,58,59,1
20637,0.6747463503,0.3099826603,0,58.6680815151,3,1,1,2,2,3,1,50,38,1
20638,0.6261618643,0.569907941,-1,57.9209583813,2,1,4,1,3,3,1,46,71,1
20639,?,1.0422768448,-1,69.7389873717,0,1,3,3,1,3,1,57,?,1
20640,0.5137510713,0.4425308965,0,76.8753613315,2,?,1,5,3,2,1,34,0,1
20641,0.6925543269,0.4401910525,0,66.9966583052,2,0,1,?,3,4,0,61,63,1
20642,0.3664248592,0.7667270723,-1,54.2011653342,3,1,1,5,?,3,0,19,10,1
20643,0.4935189551,0.6756124883,1,64.2496489975,?,2,3,4,4,2,0,40,38,0
20644,0.5812987126,0.8702096787,0,55.101664679,2,2,4,3,1,4,0,49,58,1
20645,0.3746471647,?,0,57.0131364925,2,2,2,2,3,4,?,68,61,0
20646,0.5137474814,0.430086217,0,84.4666633866,1,1,5,2,2,1,0,51,47,1
20647,0.3712287747,0.6352515484,0,?,?,2,5,2,3,3,1,35,63,0
20648,0.428344862,0.8065508718,0,65.2381542288,3,0,2,3,3,4,1,4,33,1
20649,0.2259171826,0.6347552006,0,67.4660666583,2,2,5,3,1,4,1,29,57,1
20650,0.4699350263,0.2892152759,-1,46.5406042071,1,0,3,4,2,2,1,20,57,0
20651,0.769176934,0.5050171717,1,?,1,2,4,3,2,3,1,57,49,0
20652,0.6538437555,0.7076761551,-1,58.7531925617,?,?,3,?,3,2,1,51,24,1
20653,0.3868646345,0.5481745519,0,64.2848634843,0,2,2,1,2,4,0,56,45,0
20654,0.7029100125,0.5513677316,0,69.5367229148,1,2,2,5,4,3,0,65,45,0
20655,0.5816446354,0.8106787311,-1,71.4571290214,1,2,3,4,2,3,?,34,36,0
20656,0.4979438504,0.4673382899,-1,72.5495153517,0,2,2,4,2,2,0,63,21,1
20657,0.4321042131,?,-1,66.7016980375,2,-1,2,2,4,4,0,64,47,1
20658,0.4124264359,0.388161911,0,59.3972480148,1,1,4,5,1,2,1,73,47,1
20659,0.3506315125,0.2626333113,1,51.3411221114,3,1,4,1,2,?,0,38,78,0
20660,0.8627158814,0.5586007703,1,69.3484871914,2,0,1,1,1,3,0,32,45,1
20661,0.3642764636,0.2627027169,-1,63.4756592388,1,2,4,?,3,3,1,74,57,0
20662,0.5011046973,0.4767650318,?,52.289996504,2,1,1,?,?,3,0,32,52,1
20663,0.6176431268,0.3868405932,-1,57.7133044322,1,?,1,5,3,0,0,71,69,0
20664,0.7098171072,0.4654794924,-1,78.5028826409,2,?,2,5,2,3,1,25,?,1
20665,0.3908873317,0.3714281466,-1,66.7106766158,1,1,4,2,0,3,0,54,52,?
20666,0.4051202796,0.3190693199,-1,64.0811762244,2,2,2,5,3,2,1,32,81,1
20667,0.2450851504,0.6285337599,1,75.8291728454,3,1,2,3,3,2,0,78,47,1
20668,0.6842348606,0.1842662726,-1,60.3685761572,3,0,5,3,2,3,1,59,65,0
20669,0.6504188369,0.4920049974,1,?,2,3,3,5,3,3,0,15,71,0
20670,0.6757038135,0.4397091926,1,64.0957317196,2,1,?,5,3,2,1,59,46,1
20671,0.4250100236,0.3503058196,1,62.2139864338,1,2,2,5,3,1,1,34,28,0
20672,0.8208894533,?,0,62.208309927,-1,2,5,5,1,3,0,37,3,1
20673,0.173705247,0.7521564367,-1,52.4093794386,2,2,3,1,3,3,1,64,64,1
20674,0.4138642873,0.6972190926,?,66.8850680533,2,3,1,1,4,3,0,80,32,1
20675,0.2996160685,0.2206795957,1,68.380967422,-1,2,5,5,3,2,1,66,22,1
20676,?,0.6139682257,-1,64.5066887795,-1,0,4,5,3,2,0,57,?,0
20677,0.6406695886,0.4872020734,-1,67.3216311667,0,1,3,2,2,?,0,82,53,0
20678,0.4876140907,?,?,54.5492758855,1,1,2,5,4,3,?,83,101,1
20679,0.4057039039,0.8370215868,0,70.4323289624,2,2,2,4,4,1,1,62,63,1
20680,0.6164118935,0.2898975993,-1,58.7873356998,0,-1,4,4,1,2,0,54,57,0
20681,0.3955570736,0.5099439918,-1,61.1534751619,1,0,1,2,3,2,?,71,30,1
20682,0.5066724085,0.6960126296,1,78.0121125288,0,2,2,2,4,2,1,?,70,0
20683,0.6610022461,0.5225979613,-1,70.7891968587,0,2,1,3,3,3,1,50,76,0
20684,0.7344674348,0.2357123816,-1,69.6615591265,3,1,1,2,2,2,1,27,11,1
20685,0.6088750358,0.572023781,1,66.3607790763,1,1,?,1,?,4,0,44,55,1
20686,0.4220343517,?,0,70.8923614448,1,0,4,3,3,2,0,73,67,1
20687,0.2347581372,0.1244181375,-1,73.0227452357,?,3,2,5,3,3,1,?,80,0
20688,0.5705896248,0.7206571061,0,61.3989925086,1,2,5,3,4,4,1,61,53,0
20689,0.3673228789,0.3407820987,-1,70.5723105666,1,1,1,2,3,1,1,37,41,1
20690,0.6629566565,0.473302287,1,69.4587859957,1,4,4,3,?,0,?,52,62,0
20691,0.3237930254,?,0,62.912767206,?,0,3,2,3,2,1,61,83,1
20692,0.1776444564,0.7109551883,0,56.323503458,1,4,1,4,2,3,1,48,15,1
20693,0.6209041341,0.4392446886,1,77.3094778739,1,3,1,5,2,1,0,58,15,1
20694,-0.0398476283,0.3605791347,1,84.6000681025,3,1,5,3,1,3,0,67,57,1
20695,0.2484048224,0.2920498523,-1,75.3143270894,3,2,2,?,3,2,1,57,51,1
20696,0.4055688928,0.2033785581,-1,70.6454522663,1,?,3,5,2,3,0,26,-1,1
20697,0.5932583822,0.5551212955,1,75.0380703749,0,2,5,3,?,?,0,91,57,0
20698,0.5406557949,0.2641865609,0,53.2496734136,1,2,1,2,2,1,1,53,21,1
20699,0.71374868,0.5149169117,0,70.2129219244,1,1,4,4,2,2,0,?,20,1
20700,0.4264998554,0.5842754188,-1,?,1,0,3,2,2,4,1,48,58,1
20701,?,0.6752934698,1,69.0540585861,2,1,4,5,5,2,0,30,65,1
20702,0.6581060359,0.6134910655,0,65.209553897,1,1,1,2,2,3,1,70,78,1
20703,0.9443919151,0.3646982936,-1,63.5564605921,2,2,?,4,3,2,1,18,49,0
20704,0.4753225757,0.6227440961,-1,53.4891575985,2,2,1,4,2,?,0,54,41,1
20705,0.3239015172,0.1804278938,0,57.5290928511,?,2,3,1,2,2,1,69,65,1
20706,0.6441639717,0.9254924769,?,69.1996095096,1,2,2,2,2,?,1,65,83,0
20707,0.9269033203,0.6432132647,?,73.6513362951,0,1,4,4,2,?,1,69,48,0
20708,0.3631086517,?,0,?,1,3,4,3,4,2,0,70,81,0
20709,0.2266739766,0.6406783038,1,67.9634700958,2,2,1,1,3,1,1,0,?,1
20710,0.4465709098,0.1234058606,0,65.4020098026,1,0,3,1,3,3,0,58,36,0
20711,0.3820622295,0.3185902486,-1,56.2654178517,2,2,3,5,2,3,0,39,55,1
20712,0.2937804686,0.4665789994,1,76.2870147167,2,1,1,5,3,2,1,41,45,1
20713,0.5627813298,0.5908632225,0,68.8671354952,4,2,5,3,2,3,?,38,85,?
20714,0.5044434,0.7758688574,-1,66.5933693645,1,0,2,3,4,1,0,43,43,1
20715,0.9135245393,0.296187485,1,65.5070193305,0,2,5,3,3,2,0,79,81,0
20716,0.2258902845,0.4538528342,0,66.8546804605,0,2,4,5,1,3,1,?,48,0
20717,0.2828844028,0.5540857409,1,64.6295359661,2,0,2,5,1,0,0,76,27,1
20718,0.3335609845,0.2747774782,0,?,2,?,4,5,3,2,0,49,32,1
20719,0.4583940148,0.6353775616,0,66.7537147711,2,2,5,2,4,3,1,56,46,1
20720,0.4830498264,0.7276449229,1,53.7462547341,1,1,3,3,2,1,0,70,29,1
20721,0.91852598,0.1655206505,1,67.9303564478,0,1,3,3,2,2,1,43,?,0
20722,0.601571217,0.5102909355,-1,50.9340948181,1,2,4,3,?,3,0,46,44,0
20723,0.4582473678,0.3834227674,0,?,2,1,4,3,3,4,0,97,5,1
20724,0.4071814087,0.7679535511,-1,66.2727761481,2,?,?,4,2,2,0,59,54,1
20725,0.8043129202,0.1895808334,1,69.5855479663,1,2,2,1,2,1,1,31,37,0
20726,0.6442110925,0.4042915167,0,52.7771160008,3,2,5,3,4,1,1,30,32,1
20727,0.2142886414,0.3712461277,0,69.9644164309,2,1,?,2,3,0,1,91,60,?
20728,0.3391421827,0.3587914713,-1,61.4242188978,2,1,3,4,3,1,0,46,58,1
20729,0.3934671832,0.4604870065,-1,52.4226482151,2,0,2,5,3,3,1,54,50,1
20730,0.5032014563,0.273335097,-1,57.2028422331,1,3,5,4,4,2,0,64,77,0
20731,0.6161463012,0.8679523332,0,70.29524027,3,3,1,2,2,3,0,47,63,1
20732,0.7278485854,0.3992385807,1,63.8726552387,1,1,1,3,2,1,1,39,25,1
20733,0.3985703013,?,1,62.9498935146,1,0,5,4,2,?,1,44,59,0
20734,0.783951936,0.1982547332,0,72.1447107288,3,2,3,1,?,2,1,29,39,?
20735,1.0876526897,0.5490817554,-1,60.7922611788,1,0,4,3,2,1,1,63,44,1
20736,0.642170839,?,-1,60.4443730854,2,1,?,4,2,1,0,59,59,1
20737,0.80135441,0.4223607841,-1,64.1320930459,3,1,2,1,2,3,0,57,27,1
20738,0.8362534189,?,0,74.2911458895,3,2,1,5,3,3,0,96,54,1
20739,0.1535409924,?,-1,69.2534636832,3,3,1,2,?,3,?,62,51,1
20740,0.1133508,0.7927476217,-1,67.8445264971,1,1,5,5,3,2,?,29,41,1
20741,0.6609041846,0.5937175759,1,61.5839385415,2,0,1,3,2,3,1,55,45,1
20742,0.3538853984,0.533507449,-1,65.4129987667,?,2,?,4,2,2,0,36,33,1
20743,0.5288530324,0.444115042,1,54.7651286427,?,0,?,2,4,2,0,55,43,1
20744,0.4002343161,0.6980136222,0,58.7111888537,3,1,5,2,3,2,0,68,65,1
20745,0.2674917726,0.6053457417,1,?,2,2,2,3,3,3,0,62,34,1
20746,0.8801440505,0.4931526784,0,69.2463329229,2,2,5,3,2,3,0,30,9,1
20747,0.6921698586,0.5334659443,-1,69.5822925105,1,1,3,3,2,4,0,59,63,1
20748,0.5301521466,0.0163952102,1,61.2016788735,1,0,1,1,1,3,1,75,64,0
20749,0.4738940294,0.5791672583,-1,65.7497108997,1,2,2,5,3,2,0,72,36,1
20750,0.1776881655,0.1762718259,-1,75.5757978658,1,0,1,5,2,2,0,53,84,1
20751,?,0.6480919056,1,71.0306864473,2,1,?,5,4,3,0,88,69,1
20752,?,?,0,60.1457582573,3,2,?,5,?,3,1,6,59,1
20753,0.6152916339,0.4015177583,-1,66.4575520873,2,-1,3,4,3,?,1,59,48,1
20754,0.3893512508,0.5182376776,1,56.8384674018,1,2,2,1,1,3,1,76,40,0
20755,0.3710472033,0.3836682265,-1,65.4029024513,3,3,?,1,1,3,1,42,69,1
20756,0.4015446232,0.426606004,1,68.3820769746,3,1,3,5,3,3,0,?,22,1
20757,0.2611020139,0.3249107832,-1,59.7209751014,1,1,2,3,2,2,?,68,59,1
20758,0.2152469192,0.2689161748,0,79.6481748825,2,1,4,4,3,3,0,63,48,1
20759,0.2687424173,0.670073554,1,63.4370475928,2,?,4,?,3,2,0,36,102,1
20760,0.2455901086,0.4271950053,0,69.4066559247,3,3,2,4,3,3,1,83,42,1
20761,0.3876624825,0.8976331773,0,73.4784010379,3,2,3,3,0,4,?,73,79,1
20762,0.6002212336,0.7540346239,0,64.766274951,1,0,?,5,2,3,1,27,52,1
20763,0.2633464315,0.6011846519,0,64.6118266614,2,2,2,2,2,1,?,12,87,1
20764,0.5032308031,?,1,69.6783497052,1,?,1,1,1,3,1,42,72,1
20765,0.3033516301,0.1479573328,1,64.9761547676,3,2,3,2,2,4,0,59,75,0
20766,0.3848331463,0.5305465999,0,67.0662400578,2,3,3,5,2,2,0,?,59,0
20767,0.4373577041,0.6789900477,-1,64.9505728726,1,2,5,2,1,4,1,25,24,0
20768,0.1501031085,0.3557100477,1,70.807932226,1,1,3,3,3,0,0,42,85,1
20769,0.2588548092,0.4354754272,-1,59.9082035459,1,3,3,5,3,4,1,77,61,0
20770,0.7754467179,0.498624762,1,69.6660504142,1,0,5,5,3,4,1,61,67,?
20771,0.311911324,0.5417456707,0,60.2095715221,2,?,1,1,2,3,1,46,49,?
20772,0.5216515913,?,-1,57.2975416271,2,1,1,5,3,0,1,68,63,1
20773,0.840271511,0.4114391312,-1,66.1964853305,3,0,2,1,3,1,1,71,58,1
20774,0.6034567135,0.3892923868,0,71.1092102244,3,1,2,1,3,1,1,74,36,1
20775,0.4828803686,0.5937651599,-1,67.9935227138,4,2,2,5,4,4,0,46,79,1
20776,0.7149005879,0.461536372,-1,66.003627526,1,3,4,?,?,3,1,41,79,0
20777,0.7809081504,0.1552207872,1,75.1875386697,2,?,1,3,2,3,0,50,43,0
20778,0.4148498898,0.3385776713,1,60.1662098812,2,1,1,3,2,?,0,41,53,1
20779,0.6703454569,0.2671761852,?,49.855854162,0,0,2,4,2,2,1,51,64,?
20780,0.5741824416,0.6865752918,1,61.1029623976,0,2,4,4,3,1,0,?,72,0
20781,0.3947292651,0.4677940328,0,?,2,0,1,4,2,2,1,69,104,1
20782,0.4779061889,0.4005573439,1,52.4617195756,1,4,4,2,3,3,0,9,28,0
20783,?,0.427616132,-1,54.5713768984,2,1,1,3,2,2,1,69,53,1
20784,0.6073136084,?,-1,72.6292142723,0,2,3,5,2,4,0,56,27,0
20785,0.5223556679,0.5277056707,1,57.2906780017,1,1,2,4,?,?,?,86,38,1
20786,0.7252405636,0.6675359208,-1,58.9921088662,1,3,5,2,2,3,1,42,62,0
20787,0.4885476125,0.5580176146,1,64.9496458817,2,2,4,1,1,3,1,42,50,1
20788,0.370673236,0.5194711599,0,59.3576197123,2,2,1,4,3,2,0,52,41,1
20789,0.577355487,0.7381200433,0,62.2796929174,0,1,3,2,2,3,1,19,13,0
20790,0.1953872091,0.3035290625,0,60.5654882995,2,2,1,3,4,4,0,20,48,1
20791,0.7389529839,0.3796762466,1,71.5878163137,2,2,1,2,2,2,0,55,46,1
20792,0.7026128755,0.6520236004,0,68.0830887061,0,1,1,4,2,4,0,39,71,0
20793,0.3836128449,0.4933113989,0,61.4626864966,2,2,3,3,2,3,0,18,24,1
20794,0.4040416699,0.6307028596,0,?,0,3,1,1,2,4,0,68,58,0
20795,0.5131248392,0.4435940546,0,62.3334212806,2,3,?,4,4,2,0,73,19,1
20796,0.7367547008,0.5175787257,-1,57.0266149391,2,3,5,4,2,1,1,67,51,0
20797,0.7062890522,0.2176788174,0,63.7267300818,0,1,2,5,3,2,1,26,78,0
20798,0.4968295745,0.1921009312,?,60.4204303936,1,2,?,3,4,2,0,64,82,0
20799,0.2553444767,0.762174449,-1,68.1378869986,1,0,1,?,3,4,0,52,95,1
20800,0.1782223153,0.5588190051,1,57.6013190857,1,3,3,5,3,2,0,64,47,0
20801,0.5784294886,0.0003912781,?,70.5974255303,1,2,3,4,3,0,0,8,6,0
20802,0.4961831396,0.7385328442,1,67.1864352039,?,4,4,2,2,0,0,49,67,0
20803,0.6399405747,1.2857039904,-1,?,1,3,4,1,2,3,1,72,44,0
20804,0.3501628074,0.6011041037,1,70.0876237553,2,?,4,2,3,3,0,48,20,1
20805,0.6400849452,0.4759134986,1,59.6776271417,2,2,2,3,2,1,1,29,20,1
20806,0.7680750876,0.4016765754,1,70.010536428,1,2,2,3,2,1,1,52,81,0
20807,?,0.5053960152,1,73.6004701192,2,2,4,1,0,2,?,24,69,?
20808,0.7774002284,0.3300234723,0,57.6517096148,0,1,2,3,2,3,1,53,40,0
20809,0.3909146099,0.5188573451,0,?,1,1,3,3,2,2,0,?,10,1
20810,0.5594450667,0.4940740493,1,74.8525626091,1,2,?,3,1,4,0,46,50,0
20811,?,0.4517309939,1,77.2620729932,2,3,2,2,4,2,0,48,47,0
20812,0.4052882903,0.6737489037,0,59.6651744685,1,0,4,1,?,2,1,85,?,1
20813,0.5687299144,0.7562327483,?,51.8655756446,1,0,4,4,4,?,0,49,57,?
20814,0.6036736389,0.6754951602,0,66.9657831627,0,?,1,4,1,1,1,60,30,1
20815,0.5908790685,0.8217877377,1,68.9060286043,0,2,2,5,2,1,1,15,?,0
20816,0.4796846392,0.5641743522,0,63.6373265825,1,3,2,2,1,2,0,69,60,0
20817,0.0215742619,0.8088006368,1,61.9154963854,2,2,3,5,2,2,0,52,78,1
20818,0.7107649699,0.4978727635,-1,65.1270189323,1,2,5,?,1,4,0,32,84,0
20819,0.2556613988,0.6212319334,-1,64.7452386999,0,?,1,5,3,5,1,69,53,1
20820,?,0.7664202354,-1,65.8659082133,1,2,1,4,3,2,0,40,67,0
20821,0.4199730613,0.586584901,-1,51.550382559,2,1,?,3,2,3,1,7,51,?
20822,0.2926875401,0.4285706888,-1,69.5304670799,2,4,5,5,3,?,1,29,40,0
20823,0.6251520182,0.2334627438,0,?,2,3,3,4,3,3,0,62,65,0
20824,0.3947532812,0.4811827621,-1,67.2402298801,2,3,2,5,1,2,1,28,48,0
20825,0.5140489432,0.4855012444,1,74.3128912702,2,1,3,3,1,4,1,42,61,?
20826,0.5625516972,0.5599488674,0,58.7324863061,2,3,3,5,2,?,1,?,74,0
20827,0.3302265164,0.664938979,0,52.7530323666,2,2,5,?,3,2,1,24,48,1
20828,?,0.310271747,0,69.337577852,1,1,3,5,3,3,1,49,?,1
20829,0.1611678455,0.8487909686,0,50.8304379374,2,2,5,4,1,3,0,42,48,1
20830,0.4749102248,?,1,52.253408396,2,0,3,?,3,3,1,62,75,1
20831,0.2774507119,0.5460339417,1,61.1539362249,1,1,1,1,1,?,1,42,62,1
20832,0.6554405374,0.4012422411,0,63.734333588,1,2,?,4,1,2,0,31,47,0
20833,0.2264040957,0.3636699529,1,60.8967495448,0,3,3,1,2,3,1,35,39,0
20834,0.9962672596,0.4010970227,0,71.8629720453,0,1,5,2,4,4,1,51,92,0
20835,0.4174884856,0.603133875,0,69.4272070751,?,3,4,3,2,2,0,30,62,0
20836,0.678712435,0.38985502,1,68.2423969928,2,1,5,5,2,?,0,52,-8,1
20837,0.4821798161,0.5393489315,-1,65.3925431321,2,2,1,3,2,4,0,93,40,1
20838,0.7358590989,0.5795779101,0,62.5731175913,3,1,1,3,3,3,0,37,71,1
20839,0.1369295888,0.7814073101,1,65.5406114098,1,1,1,2,2,2,0,33,48,1
20840,0.6543477647,1.0107094277,1,73.7816868794,0,2,1,4,4,3,1,41,19,1
20841,0.4277035474,0.5051882249,-1,?,0,1,1,3,1,2,0,17,61,0
20842,0.4760810077,0.6003297383,?,?,2,2,3,4,5,2,1,63,61,1
20843,0.6442507187,0.4283801877,-1,67.2438123211,0,?,5,5,2,3,1,38,39,?
20844,0.7706608435,0.541407973,1,59.6721140985,4,2,4,5,3,4,0,54,31,1
20845,?,0.6670499428,0,72.5579643707,1,1,2,2,3,2,1,59,37,1
20846,0.2605141096,0.2958875685,-1,65.2857303215,1,0,5,4,1,0,0,42,52,1
20847,0.5597010766,0.3627730096,0,64.471079252,2,1,5,4,4,2,0,66,37,1
20848,0.5230832828,0.6633515857,-1,62.9670568552,?,3,3,2,3,3,0,35,79,0
20849,0.5671489578,?,-1,75.7165293662,1,2,5,4,3,3,1,37,35,0
20850,0.1906891645,0.4219234591,-1,68.9354283571,2,0,4,2,2,3,1,49,59,1
20851,0.5318209108,0.9466080641,1,66.5132868961,2,2,4,3,1,3,0,52,105,1
20852,0.5462619113,0.569435949,1,69.3014281257,2,2,3,2,2,3,0,46,61,1
20853,0.4251317562,0.5330231856,1,60.8542746789,0,3,1,5,2,4,1,43,?,0
20854,0.5041661767,0.708349698,0,76.9300736322,2,3,1,4,3,2,1,78,10,1
20855,0.2349300615,0.4237653309,0,67.9360645897,2,2,3,1,3,3,0,?,78,1
20856,0.2973952038,0.8870926161,-1,69.0075176852,2,?,2,3,1,4,0,62,33,0
20857,0.5772553234,0.4169365473,1,70.5972357104,2,2,5,3,3,3,0,48,55,1
20858,0.7026052394,1.0369483144,0,67.0106181212,2,1,4,5,3,2,1,20,46,1
20859,0.4719408043,0.6508346438,1,73.7196115179,-1,2,?,1,3,4,1,22,72,0
20860,0.1965797418,0.1271631087,-1,57.5993612252,2,0,4,2,2,2,0,18,63,0
20861,0.6203847327,0.4652031734,-1,76.1183088837,2,2,1,5,2,3,0,60,10,1
20862,0.5841025153,0.6453918974,-1,64.5626523493,2,1,2,4,2,1,0,55,48,1
20863,0.3687989551,0.0739216468,1,67.3522235639,1,4,3,3,3,4,0,58,77,0
20864,0.4030243326,0.3004270119,0,57.2398558448,0,3,1,2,3,?,0,56,33,0
20865,0.2159021511,0.4765298425,-1,76.7684539968,0,0,1,5,0,2,0,94,10,1
20866,0.2611106384,?,-1,59.7317852965,2,1,3,3,3,4,0,73,52,1
20867,0.5950519149,0.5337573991,1,62.2280885633,1,3,3,3,3,1,1,55,55,0
20868,0.6503773164,0.9148888195,1,68.6905882005,0,2,5,3,2,4,0,41,59,0
20869,0.5038098716,0.2773085057,1,67.9492415551,1,2,3,2,2,3,0,40,43,0
20870,0.3911311336,0.2625239018,-1,69.5614298202,2,0,5,1,3,4,0,34,15,1
20871,0.2907340345,0.6132406383,1,62.2206386793,1,2,4,1,3,2,?,50,38,0
20872,0.8284798152,0.2323246822,1,57.4430892261,2,?,2,1,4,2,1,?,85,0
20873,0.6045273667,0.2415787359,-1,73.8181242813,0,1,1,5,2,2,0,65,41,0
20874,0.4264677347,0.2569499931,1,60.2488832404,1,3,4,3,2,2,1,59,44,0
20875,0.7644942398,0.4309766517,0,67.608433877,2,0,1,3,3,3,0,46,56,1
20876,0.3942085376,0.5612641518,1,69.2700828262,2,2,4,3,?,4,0,50,45,1
20877,0.2538343622,?,-1,64.0384665653,1,2,1,?,3,2,1,27,34,0
20878,0.3918484428,0.4490912205,1,70.0655444919,1,2,1,2,3,2,0,73,81,0
20879,0.337115621,0.393667653,0,68.1316324751,3,3,1,5,1,3,1,65,42,1
20880,0.839491571,0.5696836088,-1,64.4161332834,0,2,2,5,2,4,1,39,79,0
20881,0.8249797471,0.6118820106,1,?,?,?,3,1,3,3,0,37,49,1
20882,0.5421026368,?,-1,55.624815517,3,3,1,5,4,4,0,103,74,1
